epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
120,1013.03,0.74979,1.66189,0.45995,0.97719,0,0.77257,0.77405,0.78225,0.59239,0.77153,0.75935,0.77217,0.49275,0.9128,1.84001,0.67128,1.1448,0,0.00109366,0.00109366,0.00109366
121,1022.03,0.73894,1.65534,0.45376,0.97222,0,0.76769,0.76685,0.75107,0.56941,0.76057,0.75831,0.74026,0.46572,0.90951,1.89648,0.69934,1.14505,0,0.00109084,0.00109084,0.00109084
122,1030.89,0.73526,1.64373,0.45599,0.96799,0,0.801,0.71664,0.75545,0.57539,0.79756,0.71242,0.7473,0.47652,0.89252,1.83411,0.70023,1.12944,0,0.00108803,0.00108803,0.00108803
123,1039.12,0.7248,1.61697,0.4605,0.96338,0,0.75211,0.74846,0.74923,0.5732,0.75194,0.74133,0.7445,0.47796,0.90414,1.86075,0.72383,1.13314,0,0.00108521,0.00108521,0.00108521
124,1046.51,0.73118,1.63063,0.45169,0.96817,0,0.77071,0.72752,0.74199,0.55871,0.76715,0.72342,0.73493,0.46691,0.91983,1.87561,0.72362,1.14873,0,0.00108239,0.00108239,0.00108239
125,1054.98,0.73762,1.65787,0.4663,0.9734,0,0.80353,0.713,0.74459,0.56372,0.79909,0.70693,0.73548,0.46732,0.92474,1.90512,0.74124,1.15641,0,0.00107957,0.00107957,0.00107957
126,1063.06,0.73677,1.64844,0.46457,0.97146,0,0.7648,0.75193,0.76719,0.58484,0.75809,0.74506,0.75857,0.48535,0.92665,1.85331,0.70366,1.14995,0,0.00107676,0.00107676,0.00107676
127,1070.87,0.74045,1.65593,0.45936,0.97187,0,0.77343,0.73398,0.75644,0.58035,0.77014,0.73091,0.75189,0.48512,0.90678,1.84021,0.72079,1.13301,0,0.00107394,0.00107394,0.00107394
128,1080.35,0.73477,1.65063,0.45634,0.97064,0,0.79532,0.74275,0.76152,0.58396,0.79735,0.73357,0.75278,0.48811,0.8971,1.84261,0.69746,1.1367,0,0.00107112,0.00107112,0.00107112
129,1088.58,0.72646,1.63098,0.44296,0.96378,0,0.8193,0.72829,0.77995,0.59866,0.81614,0.72324,0.77066,0.50166,0.90153,1.8454,0.68809,1.131,0,0.0010683,0.0010683,0.0010683
130,1097.52,0.7365,1.66607,0.44792,0.96653,0,0.82078,0.7259,0.7579,0.57638,0.81317,0.71877,0.74685,0.48293,0.90085,1.83854,0.695,1.13059,0,0.00106548,0.00106548,0.00106548
131,1105.75,0.73849,1.63283,0.44739,0.96973,0,0.75448,0.76886,0.76322,0.58669,0.74877,0.7622,0.7557,0.48099,0.8954,1.83405,0.67657,1.12349,0,0.00106267,0.00106267,0.00106267
132,1113.8,0.72377,1.63279,0.44798,0.96228,0,0.76737,0.75611,0.77052,0.59068,0.80872,0.7107,0.75957,0.48463,0.91003,1.85324,0.68971,1.14536,0,0.00105985,0.00105985,0.00105985
133,1121.95,0.71958,1.62795,0.44973,0.96075,0,0.76866,0.74826,0.76889,0.58921,0.80242,0.7106,0.76334,0.4908,0.9005,1.83606,0.69955,1.13688,0,0.00105703,0.00105703,0.00105703
134,1130.05,0.72957,1.64847,0.44323,0.96537,0,0.80075,0.73451,0.74636,0.57029,0.79672,0.72543,0.73887,0.47476,0.89809,1.8929,0.73065,1.13234,0,0.00105421,0.00105421,0.00105421
135,1138.44,0.72488,1.63368,0.4473,0.95905,0,0.81504,0.70691,0.74906,0.57343,0.81494,0.69792,0.74329,0.46912,0.90988,1.843,0.75059,1.136,0,0.00105139,0.00105139,0.00105139
136,1147.12,0.72032,1.62425,0.44867,0.95789,0,0.79221,0.72296,0.74977,0.56541,0.80735,0.69709,0.74092,0.4682,0.93059,1.86262,0.72874,1.15244,0,0.00104858,0.00104858,0.00104858
137,1155.98,0.7087,1.61522,0.4384,0.95294,0,0.80132,0.7077,0.76121,0.58342,0.79641,0.70146,0.75008,0.48194,0.89883,1.84256,0.70946,1.12803,0,0.00104576,0.00104576,0.00104576
138,1164.31,0.71745,1.63232,0.44118,0.95838,0,0.83854,0.69572,0.75131,0.57389,0.83211,0.68873,0.74121,0.47666,0.90384,1.84798,0.73072,1.13163,0,0.00104294,0.00104294,0.00104294
139,1172.47,0.71127,1.62164,0.43985,0.95356,0,0.79715,0.74686,0.78015,0.60113,0.79103,0.74084,0.77277,0.494,0.89,1.83074,0.65852,1.12514,0,0.00104012,0.00104012,0.00104012
140,1180.87,0.7136,1.60166,0.43709,0.95445,0,0.77627,0.76174,0.76562,0.5849,0.77017,0.75536,0.75966,0.48987,0.90774,1.84394,0.68008,1.14384,0,0.0010373,0.0010373,0.0010373
141,1189.75,0.71173,1.61828,0.43846,0.95592,0,0.80458,0.73749,0.75959,0.58696,0.80138,0.73406,0.7551,0.48745,0.88454,1.83794,0.67469,1.11991,0,0.00103449,0.00103449,0.00103449
142,1197.61,0.71069,1.61197,0.43878,0.95366,0,0.79863,0.72427,0.75623,0.57926,0.7953,0.72068,0.74833,0.4806,0.91318,1.86259,0.71675,1.14216,0,0.00103167,0.00103167,0.00103167
143,1205.82,0.71156,1.61295,0.43542,0.9553,0,0.80887,0.70668,0.72148,0.54534,0.80545,0.69977,0.71234,0.45316,0.92728,1.87859,0.7784,1.14941,0,0.00102885,0.00102885,0.00102885
144,1214.67,0.70727,1.62984,0.43237,0.95272,0,0.74797,0.74511,0.7511,0.57477,0.74786,0.74448,0.74621,0.47806,0.89896,1.858,0.70744,1.12962,0,0.00102603,0.00102603,0.00102603
145,1223.15,0.70768,1.63433,0.44023,0.95967,0,0.79172,0.73845,0.76011,0.58173,0.78746,0.73329,0.74978,0.48261,0.90149,1.82703,0.70443,1.13648,0,0.00102321,0.00102321,0.00102321
146,1231.3,0.71096,1.62756,0.43663,0.95485,0,0.77098,0.73246,0.74957,0.57021,0.76658,0.72753,0.74247,0.47356,0.91571,1.86389,0.70266,1.13938,0,0.0010204,0.0010204,0.0010204
147,1239.52,0.69844,1.59735,0.42522,0.94796,0,0.76281,0.75271,0.75487,0.57799,0.76372,0.74251,0.74954,0.48401,0.89381,1.84394,0.68704,1.12318,0,0.00101758,0.00101758,0.00101758
148,1246.93,0.71023,1.62839,0.43616,0.95699,0,0.79391,0.72904,0.7439,0.56523,0.78624,0.72133,0.73293,0.47073,0.90528,1.85736,0.70327,1.14092,0,0.00101476,0.00101476,0.00101476
149,1255.16,0.70396,1.60636,0.43328,0.94664,0,0.79492,0.73018,0.75354,0.57867,0.79018,0.72509,0.74899,0.48505,0.8944,1.82855,0.71207,1.1254,0,0.00101194,0.00101194,0.00101194
150,1263.77,0.6943,1.61324,0.42052,0.95019,0,0.78535,0.73441,0.75769,0.57971,0.78157,0.72805,0.74906,0.48198,0.90546,1.84833,0.71365,1.13184,0,0.00100912,0.00100912,0.00100912
151,1272.4,0.69377,1.60375,0.41779,0.94624,0,0.80142,0.73203,0.75439,0.57327,0.79377,0.72401,0.74315,0.47192,0.90126,1.83693,0.72108,1.13789,0,0.00100631,0.00100631,0.00100631
152,1280.85,0.70548,1.60949,0.42347,0.95139,0,0.78688,0.70049,0.72052,0.54551,0.77591,0.69845,0.71598,0.45349,0.90463,1.89918,0.76278,1.14209,0,0.00100349,0.00100349,0.00100349
153,1288.9,0.69456,1.59432,0.42571,0.95238,0,0.80467,0.7685,0.77073,0.58788,0.8008,0.76434,0.7663,0.5,0.89385,1.83365,0.68401,1.13489,0,0.00100067,0.00100067,0.00100067
154,1297.12,0.69553,1.62342,0.4219,0.94765,0,0.81566,0.70456,0.74815,0.57237,0.81198,0.69342,0.73492,0.46789,0.9171,1.86597,0.72398,1.14519,0,0.000997852,0.000997852,0.000997852
155,1306.2,0.69714,1.60477,0.42773,0.95133,0,0.78117,0.75062,0.74933,0.57091,0.78546,0.73728,0.74161,0.47196,0.91313,1.88075,0.74432,1.14895,0,0.000995034,0.000995034,0.000995034
156,1314.88,0.6827,1.5713,0.42743,0.94587,0,0.80085,0.71166,0.74829,0.57341,0.79646,0.70749,0.74175,0.47821,0.89826,1.83554,0.7184,1.12728,0,0.000992216,0.000992216,0.000992216
157,1322.77,0.69035,1.5989,0.42237,0.94653,0,0.75722,0.74381,0.74186,0.56405,0.74328,0.73552,0.73587,0.46499,0.91025,1.84165,0.77217,1.14666,0,0.000989398,0.000989398,0.000989398
158,1331.28,0.69334,1.59236,0.42851,0.9472,0,0.79626,0.72872,0.7464,0.57164,0.79244,0.72401,0.74179,0.47639,0.90211,1.86157,0.71522,1.13665,0,0.00098658,0.00098658,0.00098658
159,1339.04,0.68362,1.57334,0.42269,0.94199,0,0.75081,0.75712,0.7477,0.56127,0.75736,0.73202,0.73843,0.46567,0.92894,1.88243,0.70309,1.16008,0,0.000983762,0.000983762,0.000983762
160,1347.63,0.68143,1.57787,0.4129,0.93876,0,0.83547,0.70619,0.74662,0.56929,0.83218,0.70279,0.74171,0.47795,0.91419,1.85992,0.71964,1.14451,0,0.000980944,0.000980944,0.000980944
161,1355.54,0.68386,1.58959,0.41652,0.94344,0,0.80223,0.73368,0.75647,0.57601,0.79829,0.72953,0.74844,0.4774,0.91631,1.87553,0.70196,1.14427,0,0.000978126,0.000978126,0.000978126
162,1364.05,0.68934,1.60128,0.42086,0.94377,0,0.82116,0.71585,0.74995,0.5707,0.81565,0.71044,0.74035,0.46778,0.90917,1.88307,0.70376,1.14205,0,0.000975309,0.000975309,0.000975309
163,1372.55,0.67668,1.57833,0.41309,0.94241,0,0.77018,0.72595,0.7334,0.55685,0.76615,0.72123,0.7278,0.46106,0.91404,1.8681,0.74065,1.14181,0,0.000972491,0.000972491,0.000972491
164,1381.56,0.68428,1.59256,0.41637,0.94274,0,0.79802,0.6972,0.72755,0.54902,0.79089,0.68903,0.71735,0.44782,0.93265,1.91745,0.77226,1.16262,0,0.000969673,0.000969673,0.000969673
165,1390.07,0.68357,1.58647,0.41897,0.94586,0,0.77121,0.75234,0.75223,0.57346,0.76866,0.7455,0.74361,0.48005,0.90952,1.85663,0.72464,1.14572,0,0.000966855,0.000966855,0.000966855
166,1398.73,0.68295,1.59361,0.4141,0.94176,0,0.77217,0.73779,0.74544,0.56763,0.76739,0.73227,0.73677,0.4729,0.9116,1.88576,0.72441,1.14243,0,0.000964037,0.000964037,0.000964037
167,1407.19,0.67587,1.58388,0.41048,0.94176,0,0.79653,0.727,0.74907,0.56794,0.7915,0.71316,0.73542,0.46675,0.90854,1.85223,0.755,1.14436,0,0.000961219,0.000961219,0.000961219
168,1415.75,0.68117,1.5935,0.41348,0.94266,0,0.78549,0.73476,0.74134,0.56282,0.7785,0.72521,0.72943,0.46875,0.91143,1.86165,0.7507,1.14166,0,0.000958401,0.000958401,0.000958401
169,1424.86,0.66917,1.56083,0.40396,0.9353,0,0.76646,0.73318,0.74768,0.56814,0.7758,0.72518,0.73858,0.47444,0.91494,1.87144,0.70677,1.14243,0,0.000955583,0.000955583,0.000955583
170,1432.98,0.67225,1.58184,0.40576,0.9412,0,0.78688,0.73842,0.74453,0.56636,0.78066,0.73242,0.73875,0.47878,0.91309,1.85421,0.71737,1.14634,0,0.000952765,0.000952765,0.000952765
171,1440.9,0.67362,1.57672,0.40459,0.94016,0,0.8294,0.71642,0.74452,0.56308,0.82514,0.71321,0.74001,0.47093,0.91447,1.87104,0.74183,1.14578,0,0.000949947,0.000949947,0.000949947
172,1449.22,0.67725,1.57667,0.41236,0.94192,0,0.79463,0.74654,0.75504,0.57174,0.78721,0.73708,0.74572,0.47865,0.92285,1.87691,0.73498,1.15393,0,0.000947129,0.000947129,0.000947129
173,1457.27,0.68299,1.602,0.41476,0.94327,0,0.78417,0.72797,0.74963,0.57057,0.80681,0.69916,0.73851,0.47065,0.91415,1.89308,0.72042,1.15276,0,0.000944311,0.000944311,0.000944311
174,1466.57,0.66986,1.56313,0.40532,0.93277,0,0.79191,0.72426,0.74456,0.56511,0.78588,0.71565,0.73182,0.47225,0.90667,1.85503,0.73702,1.14304,0,0.000941493,0.000941493,0.000941493
