epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,506.594,0.93662,0.58322,0.0071,0.75935,0.74891,0.77242,0.58257,0.93867,0.72907,0.00952,0.00103995,0.00103995,0.00103995
57,515.01,0.9269,0.57442,0.00705,0.70755,0.72162,0.72372,0.54995,0.92432,0.76761,0.00936,0.00103288,0.00103288,0.00103288
58,523.576,0.91053,0.57924,0.00703,0.77186,0.72553,0.75014,0.57244,0.92428,0.74418,0.00939,0.00102581,0.00102581,0.00102581
59,532.502,0.92641,0.56743,0.00704,0.77228,0.71791,0.75745,0.57907,0.92308,0.73827,0.00937,0.00101873,0.00101873,0.00101873
60,541.742,0.91812,0.56921,0.00694,0.79195,0.72158,0.762,0.57812,0.92624,0.73194,0.00937,0.00101166,0.00101166,0.00101166
61,550.439,0.90769,0.56159,0.00684,0.77108,0.75568,0.76374,0.57728,0.96483,0.71647,0.00977,0.00100459,0.00100459,0.00100459
62,558.484,0.92334,0.57025,0.0072,0.73897,0.70324,0.71039,0.54576,0.94038,0.79178,0.00959,0.000997513,0.000997513,0.000997513
63,566.138,0.91069,0.55559,0.00695,0.74009,0.75312,0.75456,0.58105,0.91292,0.75009,0.00924,0.00099044,0.00099044,0.00099044
64,575.059,0.92781,0.55269,0.00705,0.75309,0.74947,0.77015,0.58464,0.9311,0.74255,0.00946,0.000983366,0.000983366,0.000983366
65,584.153,0.8865,0.5348,0.00671,0.77289,0.76462,0.77995,0.58917,0.9362,0.70221,0.00945,0.000976293,0.000976293,0.000976293
66,592.825,0.90513,0.55102,0.00681,0.81355,0.72525,0.78035,0.59898,0.92177,0.71433,0.00941,0.000969219,0.000969219,0.000969219
67,601.624,0.89393,0.5482,0.00673,0.79566,0.74049,0.78093,0.6019,0.9216,0.72115,0.00934,0.000962146,0.000962146,0.000962146
68,609.601,0.89712,0.54315,0.00677,0.77936,0.72373,0.75038,0.57447,0.9183,0.75466,0.00935,0.000955072,0.000955072,0.000955072
69,617.596,0.91233,0.5477,0.00684,0.77452,0.73006,0.76216,0.58031,0.9449,0.7577,0.00962,0.000947999,0.000947999,0.000947999
70,626.676,0.888,0.52764,0.00674,0.75177,0.75408,0.76885,0.59345,0.91776,0.73122,0.00932,0.000940925,0.000940925,0.000940925
71,634.975,0.88863,0.52356,0.00663,0.79605,0.7046,0.75646,0.5812,0.91619,0.7734,0.00929,0.000933851,0.000933851,0.000933851
72,643.561,0.89434,0.53919,0.00684,0.77043,0.72991,0.7523,0.56831,0.95127,0.78793,0.00968,0.000926778,0.000926778,0.000926778
73,652.167,0.88351,0.53227,0.00675,0.76511,0.72075,0.74899,0.56922,0.92414,0.77878,0.00936,0.000919704,0.000919704,0.000919704
74,660.991,0.88526,0.53135,0.00676,0.75998,0.72975,0.74245,0.56266,0.93927,0.83547,0.00957,0.000912631,0.000912631,0.000912631
75,669.617,0.90298,0.52272,0.00677,0.73635,0.79052,0.76859,0.58212,0.93202,0.76748,0.00944,0.000905557,0.000905557,0.000905557
76,678.18,0.87922,0.52106,0.00661,0.7848,0.71718,0.72974,0.54929,0.92631,0.81851,0.00946,0.000898484,0.000898484,0.000898484
77,686.598,0.86833,0.51161,0.00646,0.74456,0.74803,0.7583,0.57312,0.951,0.77139,0.00973,0.00089141,0.00089141,0.00089141
78,695.776,0.87646,0.5134,0.0067,0.79695,0.72936,0.76809,0.58688,0.92457,0.76089,0.00938,0.000884337,0.000884337,0.000884337
79,704.602,0.87665,0.51245,0.00659,0.79607,0.7173,0.75169,0.57107,0.93764,0.81767,0.00952,0.000877263,0.000877263,0.000877263
80,713.398,0.87922,0.51571,0.0067,0.80011,0.6961,0.73286,0.55868,0.93459,0.80313,0.00951,0.00087019,0.00087019,0.00087019
81,721.85,0.87319,0.50823,0.00656,0.79809,0.72683,0.77004,0.57686,0.99058,0.75799,0.01014,0.000863116,0.000863116,0.000863116
82,730.581,0.86561,0.50806,0.00655,0.79564,0.72953,0.76425,0.58373,0.9148,0.75076,0.00928,0.000856042,0.000856042,0.000856042
83,739.33,0.8824,0.50891,0.00658,0.75644,0.73575,0.75942,0.57161,0.94984,0.78848,0.00968,0.000848969,0.000848969,0.000848969
84,748.097,0.86642,0.50657,0.00642,0.7589,0.7506,0.75725,0.57731,0.93799,0.7951,0.0096,0.000841895,0.000841895,0.000841895
85,756.605,0.86167,0.50543,0.00644,0.79869,0.7129,0.7484,0.5647,0.95383,0.79733,0.00975,0.000834822,0.000834822,0.000834822
86,764.99,0.86231,0.49952,0.00646,0.78433,0.7027,0.71033,0.53597,0.93663,0.87824,0.00951,0.000827748,0.000827748,0.000827748
87,773.384,0.85623,0.49278,0.00631,0.75326,0.7087,0.72196,0.54227,0.94391,0.83569,0.00955,0.000820675,0.000820675,0.000820675
88,781.788,0.86614,0.48739,0.00641,0.77999,0.73111,0.7571,0.57706,0.92881,0.77659,0.00942,0.000813601,0.000813601,0.000813601
89,790.182,0.85863,0.49078,0.00645,0.75742,0.76156,0.76866,0.58273,0.94634,0.77352,0.00966,0.000806528,0.000806528,0.000806528
90,798.922,0.84248,0.47803,0.00625,0.78542,0.71308,0.74536,0.56123,0.94391,0.81103,0.00961,0.000799454,0.000799454,0.000799454
91,807.712,0.85705,0.48735,0.00635,0.77063,0.73597,0.74316,0.56279,0.94245,0.80148,0.00953,0.00079238,0.00079238,0.00079238
92,816.146,0.84819,0.48404,0.00624,0.80691,0.7013,0.74437,0.56787,0.9372,0.80732,0.0095,0.000785307,0.000785307,0.000785307
93,825.085,0.83962,0.49014,0.00631,0.7572,0.71429,0.73238,0.55468,0.94807,0.84153,0.00965,0.000778233,0.000778233,0.000778233
94,833.631,0.85412,0.48193,0.00645,0.78917,0.69666,0.73004,0.55484,0.93392,0.84681,0.00944,0.00077116,0.00077116,0.00077116
95,842.619,0.84576,0.47921,0.00623,0.74181,0.72422,0.73004,0.54948,0.95539,0.81814,0.00973,0.000764086,0.000764086,0.000764086
96,851.216,0.83926,0.47673,0.00624,0.78263,0.70445,0.73473,0.56327,0.9132,0.79313,0.00933,0.000757013,0.000757013,0.000757013
97,860.093,0.83498,0.48057,0.00617,0.77155,0.72636,0.74059,0.57078,0.91926,0.81928,0.00934,0.000749939,0.000749939,0.000749939
