epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,231.026,1.0265,0.79028,1.13448,0.72003,0.71178,0.74757,0.55387,0.98355,0.78885,1.18293,0.00125923,0.00125923,0.00125923
26,238.762,1.01249,0.7756,1.11576,0.75713,0.72201,0.77743,0.58993,0.94859,0.7157,1.11193,0.00125216,0.00125216,0.00125216
27,247.473,1.03166,0.7687,1.12567,0.70686,0.74688,0.7757,0.56757,1.01267,0.74716,1.11356,0.00124509,0.00124509,0.00124509
28,255.596,1.02253,0.76266,1.12118,0.78664,0.70213,0.76517,0.56497,0.98978,0.79072,1.13435,0.00123801,0.00123801,0.00123801
29,264.099,0.99822,0.75167,1.11679,0.73575,0.74939,0.78675,0.59489,0.95115,0.72763,1.13536,0.00123094,0.00123094,0.00123094
30,273.554,0.99599,0.7561,1.11193,0.81124,0.6474,0.71655,0.53339,0.96878,0.88477,1.15452,0.00122387,0.00122387,0.00122387
31,282.351,0.98763,0.74553,1.10338,0.80426,0.71049,0.78165,0.59171,0.94093,0.69657,1.13972,0.00121679,0.00121679,0.00121679
32,291.158,0.98032,0.72406,1.09837,0.70055,0.77684,0.79261,0.59586,0.9369,0.69418,1.13432,0.00120972,0.00120972,0.00120972
33,300.211,0.98306,0.72034,1.10668,0.72352,0.73062,0.76673,0.5841,0.93796,0.69421,1.13174,0.00120265,0.00120265,0.00120265
34,307.991,0.9893,0.72243,1.11429,0.72398,0.7336,0.76643,0.56991,0.96222,0.81571,1.1511,0.00119557,0.00119557,0.00119557
35,316.37,0.99117,0.7137,1.11293,0.70532,0.72309,0.77007,0.57571,0.97461,0.75058,1.19756,0.0011885,0.0011885,0.0011885
36,324.892,0.9716,0.69672,1.10459,0.73582,0.71781,0.75236,0.56696,0.93616,0.73505,1.15414,0.00118143,0.00118143,0.00118143
37,333.306,0.95462,0.69643,1.09421,0.80671,0.69459,0.78597,0.59752,0.92456,0.73175,1.12694,0.00117435,0.00117435,0.00117435
38,342.283,0.959,0.67715,1.09051,0.76047,0.73207,0.77744,0.58955,0.93185,0.69967,1.11514,0.00116728,0.00116728,0.00116728
39,350.626,0.9555,0.6781,1.09096,0.70932,0.77681,0.79063,0.59545,0.90959,0.71586,1.12198,0.00116021,0.00116021,0.00116021
40,359.096,0.96134,0.68258,1.09121,0.76078,0.75447,0.78932,0.59768,0.94095,0.69094,1.12354,0.00115313,0.00115313,0.00115313
41,368.05,0.96664,0.67563,1.0909,0.74814,0.73937,0.78126,0.58806,0.93432,0.71441,1.13968,0.00114606,0.00114606,0.00114606
42,376.148,0.94655,0.68253,1.08856,0.70665,0.76834,0.78227,0.58727,0.94804,0.66977,1.13451,0.00113898,0.00113898,0.00113898
43,385.583,0.95022,0.66888,1.08581,0.69986,0.70257,0.75004,0.56254,0.93994,0.74627,1.10845,0.00113191,0.00113191,0.00113191
44,394.481,0.95703,0.6678,1.08695,0.75882,0.74971,0.79791,0.60868,0.92871,0.67274,1.11022,0.00112484,0.00112484,0.00112484
45,403.156,0.94944,0.66359,1.08714,0.75898,0.66156,0.73852,0.55727,0.92967,0.81864,1.13352,0.00111776,0.00111776,0.00111776
46,412.316,0.95368,0.66526,1.09395,0.7542,0.72049,0.78226,0.58884,0.94081,0.69744,1.14255,0.00111069,0.00111069,0.00111069
47,420.454,0.94414,0.65015,1.07871,0.73033,0.74009,0.77336,0.58534,0.93226,0.70031,1.11253,0.00110362,0.00110362,0.00110362
48,429.052,0.94417,0.64494,1.08633,0.75388,0.7541,0.7847,0.59853,0.93389,0.7161,1.13011,0.00109654,0.00109654,0.00109654
49,437.492,0.954,0.66598,1.08589,0.78422,0.75224,0.81558,0.62054,0.94512,0.64548,1.14006,0.00108947,0.00108947,0.00108947
50,445.373,0.94512,0.65099,1.08362,0.81155,0.72914,0.80555,0.61476,0.93186,0.66231,1.1373,0.0010824,0.0010824,0.0010824
51,455.619,0.93248,0.64131,1.07514,0.799,0.71313,0.77671,0.58845,0.93881,0.73088,1.14688,0.00107532,0.00107532,0.00107532
52,464.53,0.92756,0.63208,1.07922,0.72829,0.75009,0.76529,0.58064,0.92212,0.68457,1.12438,0.00106825,0.00106825,0.00106825
53,473.834,0.9273,0.62288,1.07776,0.76418,0.75415,0.79843,0.60407,0.92597,0.68099,1.13,0.00106118,0.00106118,0.00106118
54,481.98,0.91633,0.62276,1.07789,0.75936,0.74667,0.7911,0.59852,0.95655,0.6738,1.19819,0.0010541,0.0010541,0.0010541
55,490.713,0.92873,0.61811,1.07896,0.77376,0.74156,0.77978,0.603,0.89957,0.69133,1.12192,0.00104703,0.00104703,0.00104703
56,498.749,0.9324,0.61505,1.08014,0.80222,0.72687,0.78946,0.60267,0.92767,0.692,1.14235,0.00103995,0.00103995,0.00103995
57,507.317,0.92121,0.62038,1.07294,0.75364,0.70071,0.74812,0.56813,0.91507,0.72035,1.14628,0.00103288,0.00103288,0.00103288
58,515.82,0.8984,0.61411,1.06934,0.7863,0.74168,0.79095,0.59676,0.95538,0.70583,1.16496,0.00102581,0.00102581,0.00102581
59,524.847,0.91725,0.59846,1.07135,0.77095,0.73462,0.79811,0.61383,0.91687,0.66288,1.13832,0.00101873,0.00101873,0.00101873
60,534.045,0.91084,0.61186,1.06566,0.75865,0.77031,0.8018,0.61011,0.96153,0.69471,1.11575,0.00101166,0.00101166,0.00101166
61,542.493,0.90451,0.60734,1.06414,0.77946,0.7304,0.78751,0.60034,0.93192,0.68093,1.12455,0.00100459,0.00100459,0.00100459
62,550.224,0.91974,0.60665,1.07763,0.76046,0.73818,0.78229,0.59514,0.92296,0.68189,1.12371,0.000997513,0.000997513,0.000997513
63,558.125,0.89669,0.59808,1.06328,0.75595,0.74935,0.79086,0.60609,0.9362,0.67295,1.13248,0.00099044,0.00099044,0.00099044
64,567.341,0.90909,0.58602,1.0666,0.79366,0.76082,0.77992,0.59666,0.92299,0.71144,1.11941,0.000983366,0.000983366,0.000983366
65,576.254,0.88284,0.57301,1.05782,0.77032,0.72686,0.77212,0.5826,0.95537,0.72163,1.15487,0.000976293,0.000976293,0.000976293
66,584.973,0.89694,0.58095,1.06081,0.78778,0.7441,0.79158,0.60888,0.92035,0.68571,1.15251,0.000969219,0.000969219,0.000969219
67,593.643,0.88703,0.58046,1.05659,0.80124,0.73581,0.78333,0.60204,0.92565,0.69313,1.1076,0.000962146,0.000962146,0.000962146
68,601.569,0.88612,0.57916,1.05655,0.787,0.73622,0.78817,0.60706,0.91535,0.68769,1.12952,0.000955072,0.000955072,0.000955072
69,610.011,0.89389,0.59191,1.06167,0.77529,0.75122,0.81279,0.62699,0.91813,0.68023,1.13511,0.000947999,0.000947999,0.000947999
70,617.644,0.87603,0.56305,1.05368,0.82083,0.72209,0.789,0.61064,0.91785,0.69461,1.11783,0.000940925,0.000940925,0.000940925
71,626.419,0.87554,0.55459,1.05107,0.77066,0.73395,0.77298,0.58535,0.94269,0.74059,1.14404,0.000933851,0.000933851,0.000933851
72,635.206,0.88198,0.56255,1.05615,0.79099,0.73395,0.78529,0.59815,0.94114,0.69326,1.13735,0.000926778,0.000926778,0.000926778
73,643.567,0.87651,0.5715,1.04994,0.76475,0.73321,0.77566,0.59935,0.91958,0.71001,1.12901,0.000919704,0.000919704,0.000919704
74,652.347,0.88251,0.56736,1.05607,0.78937,0.74968,0.77953,0.59546,0.92285,0.71797,1.11719,0.000912631,0.000912631,0.000912631
75,660.445,0.87678,0.55341,1.04555,0.77079,0.72952,0.77277,0.59332,0.92102,0.7092,1.12326,0.000905557,0.000905557,0.000905557
76,668.887,0.87795,0.55856,1.04995,0.80086,0.72613,0.77436,0.59552,0.91868,0.73133,1.09133,0.000898484,0.000898484,0.000898484
77,677.608,0.86309,0.54601,1.03947,0.77836,0.7109,0.76922,0.58918,0.9191,0.72238,1.14092,0.00089141,0.00089141,0.00089141
78,686.099,0.85654,0.54911,1.04757,0.80139,0.72638,0.77457,0.59379,0.9192,0.74208,1.11998,0.000884337,0.000884337,0.000884337
79,694.627,0.8697,0.56252,1.04652,0.79014,0.71207,0.75402,0.57926,0.91567,0.78447,1.13969,0.000877263,0.000877263,0.000877263
80,703.863,0.87067,0.55203,1.05166,0.78177,0.75896,0.79641,0.61017,0.92908,0.69242,1.1303,0.00087019,0.00087019,0.00087019
81,711.814,0.86584,0.54614,1.04913,0.75008,0.774,0.79281,0.61102,0.9331,0.69078,1.15686,0.000863116,0.000863116,0.000863116
82,720.594,0.86108,0.54031,1.0424,0.78437,0.72818,0.79171,0.61141,0.9076,0.689,1.13449,0.000856042,0.000856042,0.000856042
83,728.94,0.86996,0.53904,1.0478,0.78237,0.729,0.77026,0.59243,0.91557,0.71573,1.12718,0.000848969,0.000848969,0.000848969
84,737.326,0.86086,0.547,1.04072,0.81127,0.72698,0.78163,0.60218,0.92452,0.71554,1.15584,0.000841895,0.000841895,0.000841895
85,745.684,0.84814,0.53317,1.03685,0.77396,0.75636,0.78957,0.60828,0.91531,0.71362,1.13263,0.000834822,0.000834822,0.000834822
86,754.319,0.84365,0.52003,1.0313,0.78271,0.74596,0.76788,0.58358,0.92282,0.7264,1.13955,0.000827748,0.000827748,0.000827748
87,763.209,0.84834,0.52589,1.03655,0.79616,0.73535,0.77713,0.59681,0.92082,0.69972,1.12881,0.000820675,0.000820675,0.000820675
88,772.248,0.8507,0.5284,1.03402,0.73954,0.75404,0.76408,0.58755,0.93923,0.74517,1.11772,0.000813601,0.000813601,0.000813601
89,780.675,0.84379,0.52257,1.03316,0.81831,0.6969,0.75532,0.57975,0.92448,0.75524,1.15577,0.000806528,0.000806528,0.000806528
90,789.208,0.84281,0.51109,1.0326,0.77542,0.75919,0.77536,0.60054,0.90985,0.73999,1.11657,0.000799454,0.000799454,0.000799454
91,797.148,0.83712,0.51773,1.02648,0.81853,0.72044,0.79087,0.60955,0.91109,0.67765,1.13256,0.00079238,0.00079238,0.00079238
92,805.741,0.83333,0.5128,1.02203,0.75579,0.70534,0.74953,0.57308,0.93616,0.7489,1.15405,0.000785307,0.000785307,0.000785307
93,813.914,0.83815,0.52375,1.03598,0.76069,0.73717,0.77173,0.59364,0.9523,0.76111,1.19028,0.000778233,0.000778233,0.000778233
94,822.147,0.83804,0.5137,1.03101,0.77403,0.73828,0.76437,0.59031,0.91653,0.72613,1.1272,0.00077116,0.00077116,0.00077116
95,830.27,0.83968,0.51527,1.02996,0.79327,0.7313,0.77844,0.60355,0.91074,0.71816,1.13369,0.000764086,0.000764086,0.000764086
96,838.761,0.81339,0.50004,1.02114,0.80487,0.70968,0.75555,0.58333,0.92897,0.78753,1.14988,0.000757013,0.000757013,0.000757013
97,847.718,0.82029,0.51194,1.01999,0.77545,0.72024,0.75732,0.5821,0.921,0.73126,1.15463,0.000749939,0.000749939,0.000749939
98,856.585,0.82081,0.49876,1.01974,0.78759,0.72114,0.7627,0.58883,0.92329,0.77676,1.16714,0.000742866,0.000742866,0.000742866
99,864.881,0.82873,0.50477,1.02689,0.76284,0.73495,0.7602,0.58554,0.94033,0.75539,1.17494,0.000735792,0.000735792,0.000735792
