epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,104.854,0.98448,2.11747,0.8144,1.12039,0,0.72801,0.69458,0.76257,0.568,0.71738,0.68213,0.74517,0.45013,0.95558,2.11522,0.82656,1.11151,0,0.00135826,0.00135826,0.00135826
12,113.031,0.9861,2.10857,0.81525,1.11893,0,0.77927,0.67794,0.7739,0.57323,0.7722,0.67058,0.75994,0.46322,0.95852,2.10902,0.80434,1.09332,0,0.00135119,0.00135119,0.00135119
13,122.082,0.96456,2.05061,0.79398,1.10455,0,0.68763,0.74663,0.76036,0.56801,0.69592,0.72298,0.7454,0.44104,0.94135,2.10339,0.78056,1.10338,0,0.00134412,0.00134412,0.00134412
14,131.19,0.98272,2.06366,0.78901,1.11368,0,0.67471,0.765,0.75892,0.56355,0.66388,0.75083,0.74,0.44085,0.96343,2.10623,0.80677,1.12143,0,0.00133704,0.00133704,0.00133704
15,139.425,0.96497,2.06477,0.76976,1.10747,0,0.72996,0.77609,0.80319,0.5972,0.71833,0.76309,0.78683,0.48291,0.95224,2.02593,0.75325,1.13839,0,0.00132997,0.00132997,0.00132997
16,147.949,0.97321,2.05778,0.75823,1.11141,0,0.76946,0.70229,0.76913,0.57483,0.76507,0.69523,0.7598,0.4592,0.94381,2.04163,0.7877,1.09945,0,0.0013229,0.0013229,0.0013229
17,155.853,0.95005,2.03001,0.73713,1.09763,0,0.75697,0.69514,0.77607,0.56124,0.77613,0.6773,0.76597,0.46657,0.97519,2.09133,0.81709,1.13975,0,0.00131582,0.00131582,0.00131582
18,164.218,0.94767,2.02531,0.74222,1.0962,0,0.69979,0.73727,0.75834,0.5691,0.69785,0.72437,0.74343,0.44458,0.93629,2.05182,0.77737,1.08282,0,0.00130875,0.00130875,0.00130875
19,172.983,0.93325,2.00918,0.72497,1.09338,0,0.79528,0.7222,0.79468,0.5993,0.80845,0.70072,0.78565,0.49545,0.91782,2.01056,0.73791,1.08308,0,0.00130168,0.00130168,0.00130168
20,182.582,0.94649,2.02978,0.71041,1.09467,0,0.65975,0.78005,0.76945,0.5745,0.65357,0.77221,0.75856,0.45635,0.90889,2.05868,0.74653,1.08607,0,0.0012946,0.0012946,0.0012946
21,190.85,0.93972,2.00351,0.72307,1.1006,0,0.74804,0.70779,0.76673,0.57477,0.74234,0.70157,0.75454,0.46434,0.941,1.98041,0.79329,1.09654,0,0.00128753,0.00128753,0.00128753
22,200.018,0.92736,2.01877,0.71229,1.09342,0,0.73248,0.79434,0.80452,0.60771,0.76573,0.7447,0.79409,0.48592,0.92131,1.99809,0.74202,1.07626,0,0.00128046,0.00128046,0.00128046
23,209.016,0.91707,1.96586,0.68981,1.08225,0,0.76758,0.71123,0.77855,0.58148,0.76238,0.70614,0.76704,0.46598,0.92575,2.00365,0.7496,1.09551,0,0.00127338,0.00127338,0.00127338
24,217.61,0.92165,1.97605,0.68354,1.08909,0,0.78856,0.71296,0.79535,0.61194,0.7852,0.70843,0.78659,0.5047,0.90015,1.96317,0.70924,1.07363,0,0.00126631,0.00126631,0.00126631
25,227.035,0.91987,1.98614,0.69709,1.08885,0,0.66465,0.77619,0.77657,0.5812,0.72398,0.70459,0.76827,0.46984,0.92819,1.99552,0.72968,1.10548,0,0.00125923,0.00125923,0.00125923
26,234.536,0.90712,1.95723,0.67646,1.0773,0,0.76794,0.72902,0.79227,0.5941,0.76159,0.72134,0.78333,0.48014,0.92356,2.0013,0.70191,1.08683,0,0.00125216,0.00125216,0.00125216
27,243.512,0.917,1.98953,0.67032,1.08185,0,0.80381,0.72377,0.80588,0.60438,0.79595,0.71527,0.79352,0.49449,0.96135,2.11787,0.74442,1.15396,0,0.00124509,0.00124509,0.00124509
28,251.83,0.90573,1.9415,0.67163,1.07631,0,0.69254,0.76343,0.7736,0.58542,0.68721,0.75426,0.76238,0.4627,0.89917,1.98732,0.73496,1.07561,0,0.00123801,0.00123801,0.00123801
29,262.383,0.89579,1.95768,0.65974,1.08019,0,0.78245,0.72009,0.77442,0.58322,0.77945,0.71405,0.76486,0.47712,0.92312,1.98478,0.76073,1.09156,0,0.00123094,0.00123094,0.00123094
30,269.641,0.8956,1.92668,0.67522,1.07153,0,0.77037,0.69865,0.76906,0.58733,0.76756,0.69375,0.76312,0.48447,0.91322,1.92049,0.83251,1.11194,0,0.00122387,0.00122387,0.00122387
31,278.447,0.87884,1.90715,0.6618,1.06259,0,0.77688,0.73053,0.79614,0.61167,0.76939,0.71989,0.7842,0.50288,0.89385,1.98781,0.71808,1.07256,0,0.00121679,0.00121679,0.00121679
32,287.557,0.87921,1.88385,0.65539,1.06192,0,0.7109,0.76762,0.77094,0.58239,0.70679,0.76116,0.76344,0.47221,0.91223,1.93739,0.78535,1.08537,0,0.00120972,0.00120972,0.00120972
33,296.276,0.88458,1.91952,0.64764,1.06556,0,0.7621,0.73844,0.80242,0.61123,0.75796,0.73353,0.79458,0.50334,0.90958,1.95,0.68054,1.07977,0,0.00120265,0.00120265,0.00120265
34,304.192,0.87636,1.91481,0.63674,1.06432,0,0.70816,0.77314,0.80135,0.5935,0.70635,0.7596,0.78549,0.48202,0.95795,2.02396,0.71129,1.14313,0,0.00119557,0.00119557,0.00119557
35,312.848,0.88495,1.92899,0.63338,1.0734,0,0.72233,0.71045,0.75184,0.5601,0.71831,0.70637,0.74565,0.4679,0.91585,1.9466,0.74251,1.09863,0,0.0011885,0.0011885,0.0011885
36,321.81,0.86605,1.87669,0.62486,1.06061,0,0.74632,0.75387,0.78995,0.60278,0.73996,0.74738,0.78069,0.48634,0.89702,1.94046,0.70439,1.08031,0,0.00118143,0.00118143,0.00118143
37,329.904,0.84847,1.85946,0.62189,1.05194,0,0.75846,0.77482,0.80837,0.61741,0.75153,0.76615,0.79481,0.50598,0.88758,1.94268,0.69155,1.07162,0,0.00117435,0.00117435,0.00117435
38,338.481,0.86544,1.88574,0.61997,1.05503,0,0.72335,0.77537,0.78785,0.60039,0.7187,0.75864,0.7747,0.49292,0.90209,1.91528,0.68904,1.05507,0,0.00116728,0.00116728,0.00116728
39,347.137,0.85931,1.88427,0.6154,1.05473,0,0.75665,0.75311,0.79574,0.61211,0.77194,0.7363,0.78767,0.50369,0.87575,1.88111,0.69796,1.06899,0,0.00116021,0.00116021,0.00116021
40,355.786,0.86311,1.89515,0.60882,1.05775,0,0.77007,0.7682,0.80506,0.61811,0.76509,0.76297,0.79735,0.51124,0.92085,1.91719,0.70158,1.09157,0,0.00115313,0.00115313,0.00115313
41,364.596,0.86183,1.89608,0.60723,1.05441,0,0.78465,0.74589,0.79264,0.60442,0.78423,0.74497,0.78746,0.49659,0.88603,1.92274,0.67907,1.0732,0,0.00114606,0.00114606,0.00114606
42,373.126,0.84757,1.86612,0.61827,1.05244,0,0.76713,0.74723,0.78031,0.59229,0.76094,0.74049,0.7706,0.46882,0.89918,1.96678,0.72097,1.07369,0,0.00113898,0.00113898,0.00113898
43,382.119,0.85604,1.85719,0.60795,1.05092,0,0.77448,0.77069,0.81632,0.62571,0.77289,0.76881,0.80906,0.52316,0.88713,1.89127,0.66795,1.07029,0,0.00113191,0.00113191,0.00113191
44,391.014,0.86383,1.90709,0.6123,1.05874,0,0.73875,0.7739,0.79232,0.61243,0.73238,0.76715,0.78301,0.49902,0.87104,1.94507,0.67014,1.05008,0,0.00112484,0.00112484,0.00112484
45,399.88,0.84788,1.86978,0.59947,1.04907,0,0.74481,0.7289,0.77702,0.58562,0.76263,0.70703,0.76927,0.48733,0.90838,1.91164,0.7334,1.07318,0,0.00111776,0.00111776,0.00111776
46,408.23,0.85175,1.87297,0.59516,1.05104,0,0.75981,0.76008,0.80308,0.62108,0.75481,0.75507,0.7907,0.49888,0.87188,1.9298,0.65172,1.05986,0,0.00111069,0.00111069,0.00111069
47,417.018,0.83512,1.83591,0.58627,1.03591,0,0.79695,0.75607,0.79435,0.60678,0.80072,0.73723,0.78488,0.50468,0.88203,1.89896,0.71018,1.0599,0,0.00110362,0.00110362,0.00110362
48,425.7,0.84914,1.85662,0.5901,1.04812,0,0.78024,0.75154,0.79976,0.61505,0.77493,0.7443,0.78936,0.51138,0.89454,1.90449,0.68452,1.07313,0,0.00109654,0.00109654,0.00109654
49,434.849,0.84251,1.87565,0.58715,1.04381,0,0.78129,0.78588,0.8207,0.62923,0.77818,0.78093,0.81087,0.51769,0.88417,1.89526,0.64688,1.05916,0,0.00108947,0.00108947,0.00108947
50,442.916,0.84233,1.85532,0.58396,1.04614,0,0.77413,0.75355,0.78474,0.59174,0.77043,0.74837,0.77658,0.49012,0.92061,1.92051,0.71151,1.07336,0,0.0010824,0.0010824,0.0010824
51,452.208,0.83928,1.85024,0.57769,1.039,0,0.72588,0.74506,0.76984,0.58055,0.7158,0.73661,0.75834,0.47962,0.90509,1.92194,0.73988,1.05865,0,0.00107532,0.00107532,0.00107532
52,461.411,0.83331,1.85315,0.56643,1.04112,0,0.77774,0.74034,0.79164,0.6109,0.77303,0.73268,0.78002,0.49768,0.87546,1.86692,0.69447,1.06941,0,0.00106825,0.00106825,0.00106825
53,470.044,0.83033,1.85083,0.56961,1.03878,0,0.78,0.77944,0.806,0.62475,0.77769,0.77588,0.79917,0.51611,0.87818,1.88425,0.67164,1.0637,0,0.00106118,0.00106118,0.00106118
54,478.741,0.83168,1.84612,0.57265,1.04045,0,0.73904,0.76367,0.78059,0.59205,0.73226,0.75511,0.77012,0.46677,0.89559,1.98627,0.70806,1.05698,0,0.0010541,0.0010541,0.0010541
55,488.296,0.82429,1.84122,0.56227,1.03524,0,0.77195,0.7717,0.79208,0.61218,0.76669,0.76549,0.78171,0.50766,0.88272,1.89718,0.68043,1.05908,0,0.00104703,0.00104703,0.00104703
56,495.964,0.83708,1.85351,0.56803,1.03858,0,0.80586,0.74382,0.79961,0.61947,0.80627,0.73311,0.78782,0.49984,0.88322,1.92243,0.67738,1.07496,0,0.00103995,0.00103995,0.00103995
57,504.97,0.82031,1.82281,0.55682,1.0362,0,0.80425,0.72068,0.79072,0.60365,0.79897,0.7165,0.78259,0.5032,0.89625,1.87438,0.6679,1.08227,0,0.00103288,0.00103288,0.00103288
58,513.526,0.80595,1.81147,0.55732,1.03345,0,0.77161,0.75752,0.76781,0.58468,0.76605,0.7519,0.75927,0.48224,0.90036,1.91675,0.71841,1.09392,0,0.00102581,0.00102581,0.00102581
59,522.635,0.81911,1.82835,0.55747,1.03314,0,0.77615,0.74492,0.78975,0.61342,0.7695,0.73453,0.78284,0.51054,0.87953,1.84661,0.66526,1.05795,0,0.00101873,0.00101873,0.00101873
60,532.221,0.81438,1.81982,0.55539,1.0307,0,0.78324,0.7228,0.78165,0.60247,0.78801,0.71413,0.77347,0.50241,0.89221,1.91435,0.70536,1.05962,0,0.00101166,0.00101166,0.00101166
61,540.325,0.80943,1.80062,0.55275,1.02854,0,0.75882,0.75666,0.77432,0.59228,0.75312,0.75087,0.76511,0.4905,0.90151,1.88286,0.71412,1.07343,0,0.00100459,0.00100459,0.00100459
62,548.193,0.81963,1.83493,0.55234,1.03706,0,0.78222,0.72947,0.78611,0.60494,0.77466,0.72221,0.77462,0.50245,0.87449,1.84823,0.67382,1.06745,0,0.000997513,0.000997513,0.000997513
63,556.508,0.79958,1.81681,0.55299,1.02686,0,0.80067,0.76734,0.80021,0.6198,0.79197,0.76473,0.79171,0.51032,0.872,1.85651,0.66761,1.04292,0,0.00099044,0.00099044,0.00099044
64,565.924,0.80554,1.81866,0.54135,1.02685,0,0.75733,0.72948,0.75973,0.58803,0.75761,0.72725,0.75254,0.49264,0.87979,1.89081,0.71103,1.06347,0,0.000983366,0.000983366,0.000983366
65,575.287,0.7941,1.76592,0.53761,1.023,0,0.79608,0.72883,0.78973,0.60959,0.79691,0.72415,0.78158,0.50211,0.88271,1.87088,0.68625,1.07148,0,0.000976293,0.000976293,0.000976293
66,583.904,0.80039,1.81057,0.53056,1.02562,0,0.72681,0.78724,0.8064,0.62496,0.72256,0.78259,0.7987,0.5124,0.88132,1.88921,0.64775,1.06005,0,0.000969219,0.000969219,0.000969219
67,592.601,0.79314,1.78936,0.53436,1.01821,0,0.73083,0.74878,0.77352,0.59494,0.72461,0.7426,0.763,0.48541,0.89544,1.90565,0.67443,1.07556,0,0.000962146,0.000962146,0.000962146
68,601.987,0.79136,1.77729,0.53463,1.02197,0,0.78544,0.74204,0.7818,0.60072,0.78063,0.73606,0.77189,0.50323,0.88129,1.89348,0.70042,1.05506,0,0.000955072,0.000955072,0.000955072
69,610.299,0.79755,1.82067,0.53021,1.02295,0,0.74848,0.77823,0.7976,0.61807,0.74715,0.77351,0.79039,0.50921,0.87025,1.86922,0.66748,1.04723,0,0.000947999,0.000947999,0.000947999
70,618.253,0.78786,1.76369,0.52461,1.01908,0,0.74869,0.77456,0.78429,0.60615,0.74516,0.76021,0.77233,0.49686,0.87935,1.91871,0.68024,1.05596,0,0.000940925,0.000940925,0.000940925
71,627.278,0.78592,1.78117,0.51008,1.01907,0,0.74108,0.75164,0.7669,0.58795,0.73916,0.74613,0.75755,0.48362,0.89325,1.89286,0.69549,1.08252,0,0.000933851,0.000933851,0.000933851
72,636.202,0.78906,1.79882,0.51948,1.0226,0,0.77281,0.74275,0.78325,0.60642,0.76906,0.73781,0.77407,0.49925,0.88197,1.8683,0.66331,1.05191,0,0.000926778,0.000926778,0.000926778
73,644.851,0.77956,1.79238,0.52052,1.01507,0,0.77556,0.71961,0.76765,0.59844,0.77099,0.71421,0.76175,0.50333,0.86796,1.86433,0.69796,1.05816,0,0.000919704,0.000919704,0.000919704
